AYVB,Tobou Airstrip,PG,Tobou,PG-MPL,OC,small_airport,-6.4026,147.4223,4732,RUNWAY,1558,98,GRASS,0,0,10,,,,,,28,,,,,
AYVL,Talasea Airport,PG,Talasea,PG-WBK,OC,small_airport,-5.2726,150.0089,44,RUNWAY,5250,82,GRE,0,0,14,,,,143,,32,,,,323,
AYVM,Torembi Airport,PG,Torembi,PG-ESW,OC,small_airport,-4.0165,143.1329,90,RUNWAY,2500,98,GRASS,0,0,02,,,,,,20,,,,,
AYVN,Vanimo Airport,PG,Vanimo,PG-SAN,OC,medium_airport,-2.6926,141.3028,10,RUNWAY,5775,85,ASPHALT,1,0,12,-2.68762,141.297,11,130,460,30,-2.69776,141.309,22,310,
AYVO,Tonu Airport,PG,Tonu,PG-NSB,OC,small_airport,-6.6552,155.4326,300,RUNWAY,1969,98,GRASS,0,0,04,,,,,,22,,,,,
AYVP,Woposali Airstrip,PG,Woposali,PG-SHM,OC,small_airport,-6.6577,144.2974,2009,RUNWAY,2625,98,GRAVEL,0,0,08,,,,,,26,,,,,
AYWB,Wabo Airport,PG,Wabo,PG-GPK,OC,small_airport,-6.98944444444,145.075111111,132,RUNWAY,2379,98,GRAVEL,0,0,14,,,,,,32,,,,,
AYWD,Wapenamanda Airport,PG,,PG-EPW,OC,medium_airport,-5.6433000564575195,143.89500427246094,5889,RUNWAY,5052,75,ASPHALT,0,0,14,-5.63807,143.891,5889,139,,32,-5.64853,143.9,5889,319,239,
AYWK,Wewak International Airport,PG,Wewak,PG-ESW,OC,medium_airport,-3.58383011818,143.669006348,19,RUNWAY,5234,98,ASPHALT,1,0,10,-3.5821,143.662,16,103.9,,28,-3.58556,143.676,19,283.9,
AYWN,Nugwaia Airstrip,PG,Nugwaia,PG-ESW,OC,small_airport,-3.8183,142.835,279,RUNWAY,1440,98,GRASS,0,0,15,,,,,,33,,,,,
AYWO,Wonenara Airport,PG,Wonenara,PG-EHG,OC,small_airport,-6.796861111110001,145.891944444,5028,RUNWAY,1394,98,GRAVEL,0,0,11,,,,,,29,,,,,
