CYCY,3500,100,GVL,1,0,02T,70.4814,-68.5211,87,18,,20T,70.4908,-68.5119,87,198,
CYCZ,6003,100,ASPHALT,1,0,15,50.34,-115.876,2637,170,,33,50.3239,-115.871,2658,350,820
CYDA,5000,100,CONCRETE,1,0,03,64.0386,-139.139,1204,49,,21,64.0475,-139.116,1215,229,
CYDB,5000,100,GVL,1,0,10,61.3753,-139.052,2647,128,,28,61.3669,-139.029,2604,308,
CYDC,3932,75,ASPHALT,0,0,04,49.464,-120.518,2298,50,,22,49.471,-120.506,2288,230,
CYDF,8005,150,ASPHALT,1,0,07,49.2053,-57.4007,50,47.8,,25,49.2164,-57.3821,72,227.8,
CYDL,6000,90,ASPHALT,1,0,02,58.4167,-130.044,2600,48,,20,58.4278,-130.021,2600,228,400
CYDM,5000,100,GRAVEL,0,0,08,,,,,,26,,,,,
CYDN,2000,60,GVL,0,0,02,51.1014,-100.052,989,29,,20,51.1062,-100.048,982,209,
CYDN,2700,75,ASPHALT,1,0,08,51.1067,-100.058,988,90,,26,51.1067,-100.047,982,270,
CYDN,5000,150,ASPHALT,1,0,14,51.1072,-100.058,989,150,,32,51.0956,-100.047,998,330,
CYDO,4971,100,ASPHALT,1,0,11,48.779,-72.3852,367,93.8,,29,48.7781,-72.3646,372,273.8,
CYDP,2000,75,GRAVEL,0,0,06,,,,,,24,,,,,
CYDQ,5000,150,ASPHALT,1,0,06,55.7411,-120.194,2146,85,,24,55.7422,-120.169,2145,265,
CYEA,2953,75,ASPHALT,0,0,11,,,2176,,,29,,,2211,,
CYEE,3998,75,ASPHALT,1,0,16,44.6878,-79.9325,770,149.6,,34,44.6786,-79.9239,770,329.6,
CYEG,10200,200,ASPHALT,1,0,12,53.3064,-113.595,2325,135.1,,30,53.2867,-113.562,2372,315.1,
CYEG,11000,200,ASPHALT,1,0,02,53.3089,-113.596,2322,33.9,,20,53.3342,-113.568,2337,213.9,
CYEK,4000,100,GVL,1,0,15T,61.0989,-94.0767,32,149,,33T,61.0895,-94.065,29,329,
CYEL,4500,100,ASPHALT,1,0,12,46.3536,-82.5697,1086,112.2,,30,46.3489,-82.5531,1086,292.2,
CYEM,3500,100,ASPHALT,1,0,02,45.8381,-81.8594,851,11.6,,20,45.8475,-81.8567,869,191.6,
CYEN,3000,75,ASPHALT,1,0,15,49.2164,-102.97,,158,,33,49.2088,-102.965,,338,
CYEN,5000,100,ASPHALT,1,0,08,49.2079,-102.976,1904,90,,26,49.208,-102.955,1902,270,
CYER,3500,100,GRAVEL,0,0,15,,,,,,33,,,,,
CYES,4499,75,ASPHALT,1,0,16,47.4953,-68.4878,,140,,34,47.4858,-68.4761,,320,
CYET,6000,100,ASPHALT,1,0,07,53.579,-116.479,3041,91,594,25,53.5788,-116.451,3020,271,484
CYEU,4836,150,GVL,1,0,10T,79.9963,-85.8499,,104,,28T,79.9931,-85.7768,,284,
CYEV,6000,150,ASPHALT,1,0,06,68.3032,-133.505,197,85.8,,24,68.3044,-133.461,224,265.8,
CYEY,5000,100,ASPHALT,1,0,14,48.5681,-78.2578,1068,128,,32,48.5597,-78.2417,1048,308,
CYFA,3500,100,GRAVEL,0,0,10,,,,,,28,,,,,
CYFB,8605,200,ASPHALT,1,0,16,63.7654,-68.5755,110,136.9,200,34,63.7478,-68.5367,71,316.9,207
CYFC,6000,200,ASPHALT,1,0,15,45.8744,-66.5394,53,131.1,,33,45.8636,-66.5217,57,311.1,
CYFC,8005,200,ASPHALT,1,0,09,45.863,-66.5523,64,70.7,,27,45.8703,-66.5225,57,250.7,
CYFD,2600,100,ASPHALT,1,0,11,43.1308,-80.3492,808,98.6,,29,43.1297,-80.3394,813,278.6,
CYFD,2600,100,ASPHALT,1,0,17,43.1308,-80.3492,808,164.6,,35,43.1239,-80.3467,807,344.6,
CYFD,5000,100,ASPHALT,1,0,05,43.1239,-80.3467,807,43.7,,23,43.1339,-80.3336,809,223.7,
CYFE,5000,100,ASPHALT,1,0,09,48.7438,-69.107,,70.4,,27,48.7484,-69.0875,,250.4,
CYFH,3500,100,GRAVEL,0,0,09,,,,,,27,,,,,
CYFJ,5587,100,ASPHALT,1,0,03,46.4019,-74.7818,814,11,,21,46.417,-74.7777,827,191,
CYFO,5000,150,ASPHALT,1,0,18,54.6848,-101.68,997,189,,36,54.6713,-101.684,972,9,
CYFR,4000,100,GVL,1,0,12,61.185,-113.697,524,139,,30,61.1767,-113.682,525,319,655
CYFS,6000,150,ASPHALT,1,0,14,61.7678,-121.244,544,156,,32,61.7528,-121.23,550,336,
CYFT,2500,75,GRAVEL,0,0,10,,,,,,28,,,,,
CYGB,3000,75,ASPHALT,0,0,14,49.6975,-124.52,,158,,32,49.69,-124.515,,338,
CYGD,1870,80,GRS,0,0,05,43.764,-81.7133,702,30,,23,43.7686,-81.7097,699,210,
CYGD,3000,50,ASPHALT,1,0,10,43.7642,-81.7117,702,91.9,,28,43.7639,-81.7003,712,271.9,
CYGD,5000,100,ASPHALT,1,0,14,43.7711,-81.7164,686,122,,32,43.7639,-81.7003,709,302,
CYGE,4500,75,ASPHALT,0,0,14,51.3042,-116.985,2575,161,,32,51.2925,-116.978,2575,341,
CYGH,3000,98,GVL,1,0,06,66.2408,-128.661,251,90,,24,66.2408,-128.641,265,270,
CYGK,3933,100,ASPHALT,1,0,07,44.2196,-76.6014,301,54,,25,44.2256,-76.5901,297,234,
